gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,mlog10p
CAMK4,0.008434600785015666,0.26499226547124155,0.565,0.454,1,2.0739354680206463
PAM,0.00857801648542871,-0.2642306443934701,0.645,0.694,1,2.066613123459053
CCR7,0.008697193049782634,-0.3453762352554099,0.099,0.158,1,2.0606208898741927
PLEKHA7,0.00891856342326879,-0.37520940778777234,0.163,0.224,1,2.0497050949055247
AP1S2,0.00891903644729783,-0.33976196256178726,0.189,0.251,1,2.0496820613441535
MRPL57,0.009441138084845728,-0.2952542701580023,0.4,0.451,1,2.024975650386609
TMEM178B,0.00944390315116658,-0.3161349986761923,0.168,0.237,1,2.0248484753342684
SLC4A7,0.009483901519455579,-0.29484141721032064,0.416,0.475,1,2.0230129643711035
CD226,0.009654302660838075,0.26944105082168623,0.225,0.15,1,2.0152790902416413
AKAP5,0.010577109648279159,0.26774406165963766,0.182,0.119,1,1.9756329934820434
STAT5A,0.010855329838541655,-0.3166084253628043,0.307,0.364,1,1.9643569759974688
SIK3,0.012252953792137884,-0.3272906227602239,0.79,0.776,1,1.9117592042797753
ZNF331,0.012669887356053459,0.2554403629795814,0.52,0.438,1,1.8972272462737703
RNMT,0.013081860278744292,-0.3107308069373973,0.331,0.391,1,1.8833304936763364
KCNQ5,0.01313212345145374,-0.2951268973721235,0.546,0.586,1,1.8816650432414233
GBE1,0.013334270328634478,-0.47769085150129775,0.203,0.261,1,1.8750307445723728
ATP2B1,0.013401283950370562,-0.4393799913567993,0.463,0.507,1,1.8728535907509951
PPP2R5A,0.014687726892848548,0.2733459149652847,0.288,0.214,1,1.8330454114445456
CFLAR,0.015254501624627385,-0.3019978267605208,0.4,0.443,1,1.8166019764981298
ANKRD36C,0.015266291581922213,-0.37300625792918285,0.303,0.351,1,1.8162664469714196
ANKLE2,0.015280694310141079,-0.28223428077792323,0.154,0.211,1,1.815856912238571
HIGD2A,0.015313702925388447,-0.2652347499939446,0.248,0.311,1,1.8149197821549659
LHFPL6,0.015418936968570314,-0.45275855702815637,0.168,0.224,1,1.8119455669204771
HIST1H1B,0.015429793113251275,0.3770954562915574,0.161,0.106,1,1.8116398970331389
CCDC138,0.015460676105509058,0.31812511225783635,0.267,0.193,1,1.8107715180198036
CEP135,0.015560350022285365,-0.3645429412037785,0.165,0.222,1,1.8079806379994572
RPL17,0.016132730966945792,-0.3111490619406767,0.298,0.351,1,1.7922921085266164
METTL14,0.016950202188980912,-0.2686534571451314,0.059,0.103,1,1.770825116986858
TBCB,0.017097024460339047,0.2575399736889121,0.4,0.317,1,1.7670794669704437
SETBP1,0.01711735954571362,-0.2559285123764565,0.121,0.177,1,1.7665632269933904
CAST,0.01711922816452244,-0.28254540066450073,0.494,0.533,1,1.7665158197666464
ANP32E,0.017813583434040926,-0.3688833255201478,0.364,0.409,1,1.7492487077636962
ZRANB1,0.018289085489921593,-0.2756535818769745,0.092,0.142,1,1.7378080100298874
CSDE1,0.019184790622457384,-0.2975242572526082,0.374,0.417,1,1.7170429362106527
ATP6V0B,0.019300162850331246,-0.27445286144878733,0.475,0.507,1,1.714439026499902
NCOA7,0.0193313030169614,-0.36513213844876846,0.229,0.282,1,1.7137388715791106
ATP2B4,0.01971427465380297,-0.3103898383167465,0.348,0.393,1,1.7052191972692217
HMGB2,0.02015137967443115,0.30144836871894,0.662,0.602,1,1.6956952143129436
ATOX1,0.020988795731197836,-0.4133511368164484,0.53,0.551,1,1.6780124791069493
RPP38,0.021141167999391298,-0.2618405758068212,0.073,0.119,1,1.6748710226256638
GRK5,0.02125956630942812,-0.3532854157486853,0.203,0.256,1,1.67244559923621
ACOXL,0.02157184226658122,-0.30325380795089896,0.071,0.116,1,1.6661127639356939
FAM122C,0.02175425449371664,-0.31383454964571883,0.109,0.158,1,1.6624557951482222
GABARAP,0.022047815488909432,-0.2866840609280172,0.113,0.164,1,1.6566344342283728
S100A13,0.022303219327002674,-0.3660745022498667,0.215,0.272,1,1.651632444797496
SLC4A2,0.022579421059335657,-0.27298734684484766,0.092,0.14,1,1.6462871976616804
KMT2E,0.02444145902093426,-0.28016021766604204,0.598,0.609,1,1.6118728726591152
MRPL4,0.02475690673447133,-0.2785779798328055,0.236,0.288,1,1.6063036194286506
CCL3L1,0.024829615325652494,0.4674823360363149,0.066,0.032,1,1.605030008727375
EPS15,0.026006929845486356,-0.3195868468654637,0.416,0.464,1,1.5849109138503694
ABHD2,0.02605264407033786,-0.31178347392069083,0.225,0.274,1,1.5841481937892146
DUSP1,0.027003792929108338,0.2850605239543269,0.31,0.24,1,1.5685752309339362
MFAP1,0.028787005486620096,-0.2739765824787651,0.137,0.19,1,1.540803509428121
LRCH1,0.029025592423197247,-0.4082437850399214,0.26,0.301,1,1.5372189073861209
GRAMD1A,0.02945500919205563,-0.29414165385064805,0.225,0.277,1,1.530840837397232
SREK1,0.029638064816343155,-0.2795813293542334,0.222,0.277,1,1.5281501565301188
MBNL2,0.029680928584387194,-0.3803338785605317,0.444,0.47,1,1.5275225160356363
RPL31,0.030329289371560403,-0.26058149872886127,0.482,0.507,1,1.518137765278705
RANBP1,0.032436688428903244,-0.32375255659355107,0.605,0.615,1,1.4889634907884541
NBL1,0.0343395154449029,-0.30614257064838557,0.345,0.383,1,1.4642058373372913
MRPL13,0.03617833513323338,-0.2633165153240846,0.255,0.301,1,1.4415514225255748
EBI3,0.03718155068565593,-0.25082505527877497,0.111,0.156,1,1.429672501595323
CPEB2,0.03741024454575339,-0.3327735784691124,0.206,0.251,1,1.4270094528677093
FBXL3,0.037703933842407604,-0.2554192633194997,0.111,0.156,1,1.423613335286998
C15orf48,0.03815565226745598,-0.504381370551218,0.052,0.087,1,1.4184411178208245
NCK2,0.03817168846390171,-0.2539508153301029,0.217,0.269,1,1.4182586293006472
MYCBP2,0.03838623093224253,-0.2611896166071819,0.544,0.573,1,1.4158245283016526
ANKRD33B,0.0384112047187499,-0.25087172061061086,0.097,0.14,1,1.4155420715252574
AIDA,0.038819780118230875,-0.25309996931345013,0.085,0.127,1,1.4109469288577396
SMIM30,0.03952061820897093,-0.27090361738959295,0.057,0.092,1,1.4031762704952189
CCL4,0.03994601625992678,0.8116847429184597,0.612,0.596,1,1.3985265255514634
ESD,0.04184858583176913,-0.2920449570156193,0.203,0.248,1,1.3783192133179405
STT3B,0.04241858750841852,-0.26683917895362286,0.374,0.412,1,1.3724437970998165
ABHD17B,0.04256242918660847,-0.26705552789588205,0.158,0.206,1,1.370973593301513
AKT3,0.04289962588227252,-0.33677100794309234,0.515,0.533,1,1.3675464951806158
PQLC1,0.046271844721477356,-0.2629856811127287,0.22,0.272,1,1.3346831861195483
HIST1H4C,0.048829616605009514,0.38943134318985084,0.39,0.319,1,1.3113166856479352
BIRC2,0.05063730060331494,-0.2820039857340346,0.317,0.354,1,1.295529453945122
LST1,0.05069615612381176,-0.29330951979822617,0.158,0.203,1,1.2950249684280761
SEL1L,0.05265043612693889,-0.3030608810897837,0.118,0.158,1,1.2785980270095774
TAGAP,0.053673990727918126,-0.4314431805822321,0.243,0.285,1,1.2702361131780093
SEMA4A,0.05468301450931124,-0.27534863551251026,0.118,0.161,1,1.262147552102146
C9orf3,0.05971498448254606,-0.33074138095216354,0.135,0.177,1,1.2239166762153744
ZNF827,0.06077146085805832,-0.2592039792762439,0.09,0.127,1,1.2163003237157415
SMAP2,0.0618013185371954,-0.2725451133942509,0.336,0.369,1,1.2090022590969527
CD46,0.0620311966396643,-0.30751812274753987,0.303,0.34,1,1.2073898408084285
GLS,0.06279331145330116,-0.25108309252468874,0.615,0.636,1,1.2020866134860968
ELOVL1,0.06634627295930798,-0.3257925609092626,0.142,0.179,1,1.1781834688608774
GPR174,0.06918285265232495,-0.3484929607624794,0.265,0.296,1,1.160001534463588
SLC17A5,0.06945684595216337,-0.28629729135417464,0.109,0.148,1,1.1582849419678385
SYNCRIP,0.06994215856061059,-0.2671228112658961,0.322,0.354,1,1.155260968588169
CPEB4,0.07239452752058587,-0.3774822894130708,0.156,0.198,1,1.1402942619442713
BRI3,0.0729380019574111,-0.25866052369360015,0.338,0.361,1,1.1370461377970682
OPA1,0.07394211248827967,-0.3010577208079268,0.345,0.367,1,1.131108146014773
ZEB1,0.07407383669454265,-0.25745251263593527,0.409,0.443,1,1.1303351602476144
KDM6B,0.07689474740432792,-0.30301779505693793,0.274,0.303,1,1.114103325364063
NCBP2,0.0784303742180963,-0.2993649300041702,0.125,0.161,1,1.1055157128176982
C6orf62,0.08045005252458008,-0.3002665825520957,0.279,0.322,1,1.0944736680207894
CYLD,0.08126494678492216,-0.2985833925815917,0.383,0.398,1,1.0900967446972065
LRRC28,0.08172367811825644,-0.29075216068346177,0.324,0.359,1,1.087652095410669
HNRNPLL,0.08591208636298785,-0.3371455620967896,0.388,0.406,1,1.0659457340557263
RPS20,0.08684147014725202,-0.2600582847283621,0.452,0.472,1,1.0612728329440722
GCNT1,0.08753875456869206,-0.26163163042756576,0.262,0.296,1,1.0577996364731017
RAMP1,0.10039211832998918,-0.2968405396822382,0.199,0.237,1,0.9983003818140764
EHBP1L1,0.10172861580918097,-0.38722219744722935,0.151,0.182,1,0.9925568647770414
CXCL14,0.10675931357839398,-0.5002490199715396,0.017,0.034,1,0.9715942272231785
CHMP4B,0.12566113154795122,-0.2597198363362978,0.208,0.24,1,0.9007990338862053
TLE4,0.13343179443244413,-0.2724557526103534,0.206,0.24,1,0.8747406734081001
EZH2,0.13388457703187553,-0.2590067203095736,0.485,0.499,1,0.8732694490950408
MT1E,0.13625821832040505,-0.2770189004483793,0.154,0.187,1,0.8656372940893807
BIRC6,0.13876508503216317,-0.2530479532958885,0.565,0.554,1,0.857719793862084
HNRNPA0,0.1443645978358496,-0.28092816138705257,0.272,0.293,1,0.8405392946442581
IFI27,0.147470637368718,-0.33536024096826167,0.165,0.198,1,0.8312944427242807
NMT1,0.1503514615930073,-0.2558514723752555,0.215,0.243,1,0.8228923456898851
OTULIN,0.15040230072725647,-0.27504465110986653,0.456,0.454,1,0.8227455202237023
EP300,0.15359364906169748,-0.2544164338534941,0.298,0.317,1,0.8136267415602542
CD69,0.158094055535627,0.2843611208488137,0.577,0.507,1,0.8010844595846188
NEU1,0.16327003626500414,-0.2767519257524139,0.137,0.166,1,0.7870935107856233
EXOC5,0.167239507806453,-0.2760389765157846,0.149,0.172,1,0.7766611192683345
RAPGEF2,0.19596681591974563,-0.27113020741888105,0.35,0.361,1,0.7078174637612462
AKAP11,0.19751301627536488,-0.28375583115355907,0.239,0.259,1,0.7044042787195641
FN1,0.1991519314022015,-0.3605936733995909,0.012,0.024,1,0.7008154773879646
PRKAG2,0.1996867064496799,-0.2548799151030219,0.208,0.235,1,0.6996508460342316
COL1A1,0.21136407736352933,-0.5269122572455933,0.014,0.026,1,0.6749688217989953
NMB,0.23815937962408165,-0.4349580689559176,0.073,0.095,1,0.6231323096436164
HSPA1A,0.2412550510976946,0.29127562556111486,0.113,0.087,1,0.617523585172182
ELMO1,0.24565058131859988,-0.257984774317497,0.537,0.528,1,0.6096822037939206
DST,0.26273579616961107,-0.30746766833141864,0.113,0.135,1,0.5804807531756447
PLAGL1,0.2895117655576269,-0.27402872639305886,0.161,0.177,1,0.538333782150967
MIA,0.289631752153064,-0.2557532754436508,0.243,0.269,1,0.538153828424636
APOD,0.3447021880255814,-0.3049506018505205,0.234,0.245,1,0.46255595986324366
ARPC5L,0.36187756018009276,-0.2535416181570904,0.348,0.338,1,0.44143834640854696
ANK3,0.4398005306436406,-0.2803631468655716,0.199,0.206,1,0.35674425097462376
COL3A1,0.45172569241308513,-0.6941063501372151,0.017,0.024,1,0.34512520774299016
COL1A2,0.4566905477445689,-0.5077786954735536,0.019,0.026,1,0.34037797701760375
GRASP,0.5850620887549418,-0.2508153742936837,0.109,0.116,1,0.23279804268224508
EGR1,0.6623458145744019,-0.25099420423429686,0.099,0.106,1,0.17891520368979072
CGA,0.813797892761124,-0.5106694989813143,0.017,0.018,1,0.08948343903839925
HIST3H2A,0.8186932199874426,-0.32268568319023816,0.123,0.124,1,0.08687880620777023
TIMP1,0.8614708466527472,-0.28380919234280877,0.366,0.338,1,0.06475941508429114
